content_id;reaction_type;datetime;sentiment;score;content_user_id;category;content_type
97522e57-d9ab-4bd6-97bf-c24d952602d2;interested;07/03/2021 12:40;positive;30;8d3cd87d-8a31-4935-9a4f-b319bfe05f31;studying;photo
97522e57-d9ab-4bd6-97bf-c24d952602d2;indifferent;24/05/2021 03:21;neutral;20;8d3cd87d-8a31-4935-9a4f-b319bfe05f31;studying;photo
97522e57-d9ab-4bd6-97bf-c24d952602d2;super love;24/01/2021 11:03;positive;75;8d3cd87d-8a31-4935-9a4f-b319bfe05f31;studying;photo
97522e57-d9ab-4bd6-97bf-c24d952602d2;disgust;09/04/2021 02:46;negative;0;8d3cd87d-8a31-4935-9a4f-b319bfe05f31;studying;photo
97522e57-d9ab-4bd6-97bf-c24d952602d2;super love;02/02/2021 03:43;positive;75;8d3cd87d-8a31-4935-9a4f-b319bfe05f31;studying;photo
97522e57-d9ab-4bd6-97bf-c24d952602d2;interested;04/02/2021 03:06;positive;30;8d3cd87d-8a31-4935-9a4f-b319bfe05f31;studying;photo
97522e57-d9ab-4bd6-97bf-c24d952602d2;dislike;09/11/2020 02:49;negative;10;8d3cd87d-8a31-4935-9a4f-b319bfe05f31;studying;photo
97522e57-d9ab-4bd6-97bf-c24d952602d2;scared;29/09/2020 16:00;negative;15;8d3cd87d-8a31-4935-9a4f-b319bfe05f31;studying;photo
97522e57-d9ab-4bd6-97bf-c24d952602d2;dislike;29/11/2020 21:33;negative;10;8d3cd87d-8a31-4935-9a4f-b319bfe05f31;studying;photo
97522e57-d9ab-4bd6-97bf-c24d952602d2;want;13/02/2021 07:54;positive;70;8d3cd87d-8a31-4935-9a4f-b319bfe05f31;studying;photo
97522e57-d9ab-4bd6-97bf-c24d952602d2;interested;14/07/2020 05:28;positive;30;8d3cd87d-8a31-4935-9a4f-b319bfe05f31;studying;photo
97522e57-d9ab-4bd6-97bf-c24d952602d2;indifferent;23/08/2020 10:30;neutral;20;8d3cd87d-8a31-4935-9a4f-b319bfe05f31;studying;photo
97522e57-d9ab-4bd6-97bf-c24d952602d2;worried;10/05/2021 09:27;negative;12;8d3cd87d-8a31-4935-9a4f-b319bfe05f31;studying;photo
97522e57-d9ab-4bd6-97bf-c24d952602d2;hate;15/03/2021 03:59;negative;5;8d3cd87d-8a31-4935-9a4f-b319bfe05f31;studying;photo
9f737e0a-3cdd-4d29-9d24-753f4e3be810;dislike;25/06/2020 17:01;negative;10;beb1f34e-7870-46d6-9fc7-2e12eb83ce43;healthy eating;photo
9f737e0a-3cdd-4d29-9d24-753f4e3be810;intrigued;13/09/2020 00:11;positive;45;beb1f34e-7870-46d6-9fc7-2e12eb83ce43;healthy eating;photo
9f737e0a-3cdd-4d29-9d24-753f4e3be810;peeking;20/08/2020 18:17;neutral;35;beb1f34e-7870-46d6-9fc7-2e12eb83ce43;healthy eating;photo
9f737e0a-3cdd-4d29-9d24-753f4e3be810;scared;11/02/2021 04:53;negative;15;beb1f34e-7870-46d6-9fc7-2e12eb83ce43;healthy eating;photo
9f737e0a-3cdd-4d29-9d24-753f4e3be810;hate;08/03/2021 10:40;negative;5;beb1f34e-7870-46d6-9fc7-2e12eb83ce43;healthy eating;photo
9f737e0a-3cdd-4d29-9d24-753f4e3be810;disgust;28/03/2021 21:15;negative;0;beb1f34e-7870-46d6-9fc7-2e12eb83ce43;healthy eating;photo
9f737e0a-3cdd-4d29-9d24-753f4e3be810;hate;25/05/2021 01:00;negative;5;beb1f34e-7870-46d6-9fc7-2e12eb83ce43;healthy eating;photo
9f737e0a-3cdd-4d29-9d24-753f4e3be810;like;15/03/2021 12:17;positive;50;beb1f34e-7870-46d6-9fc7-2e12eb83ce43;healthy eating;photo
9f737e0a-3cdd-4d29-9d24-753f4e3be810;love;05/05/2021 16:26;positive;65;beb1f34e-7870-46d6-9fc7-2e12eb83ce43;healthy eating;photo
9f737e0a-3cdd-4d29-9d24-753f4e3be810;love;31/08/2020 00:21;positive;65;beb1f34e-7870-46d6-9fc7-2e12eb83ce43;healthy eating;photo
9f737e0a-3cdd-4d29-9d24-753f4e3be810;heart;16/06/2021 03:02;positive;60;beb1f34e-7870-46d6-9fc7-2e12eb83ce43;healthy eating;photo
9f737e0a-3cdd-4d29-9d24-753f4e3be810;indifferent;07/07/2020 10:52;neutral;20;beb1f34e-7870-46d6-9fc7-2e12eb83ce43;healthy eating;photo
9f737e0a-3cdd-4d29-9d24-753f4e3be810;peeking;20/08/2020 07:59;neutral;35;beb1f34e-7870-46d6-9fc7-2e12eb83ce43;healthy eating;photo
9f737e0a-3cdd-4d29-9d24-753f4e3be810;love;23/09/2020 11:15;positive;65;beb1f34e-7870-46d6-9fc7-2e12eb83ce43;healthy eating;photo
9f737e0a-3cdd-4d29-9d24-753f4e3be810;like;24/03/2021 05:56;positive;50;beb1f34e-7870-46d6-9fc7-2e12eb83ce43;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;hate;07/12/2020 19:13;negative;5;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;super love;03/08/2020 16:41;positive;75;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;adore;10/01/2021 15:36;positive;72;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;scared;20/09/2020 08:48;negative;15;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;cherish;20/07/2020 14:06;positive;70;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;adore;24/10/2020 12:15;positive;72;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;interested;06/06/2021 01:27;positive;30;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;heart;25/12/2020 00:09;positive;60;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;like;14/06/2021 07:56;positive;50;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;like;05/06/2021 18:00;positive;50;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;hate;18/11/2020 23:37;negative;5;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;interested;09/05/2021 02:42;positive;30;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;dislike;11/05/2021 08:38;negative;10;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;peeking;12/11/2020 08:00;neutral;35;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;heart;21/06/2020 16:57;positive;60;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;super love;04/03/2021 23:58;positive;75;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;want;09/07/2020 16:47;positive;70;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;hate;01/08/2020 19:16;negative;5;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;dislike;23/11/2020 22:46;negative;10;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;scared;11/12/2020 14:08;negative;15;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;dislike;23/04/2021 23:41;negative;10;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;want;13/11/2020 00:33;positive;70;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;interested;09/06/2021 10:13;positive;30;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;love;29/10/2020 19:41;positive;65;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;heart;14/05/2021 12:47;positive;60;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;disgust;04/08/2020 05:40;negative;0;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;adore;07/08/2020 04:09;positive;72;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;adore;23/10/2020 21:19;positive;72;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;adore;14/11/2020 23:53;positive;72;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;worried;04/08/2020 19:26;negative;12;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
230c4e4d-70c3-461d-b42c-ec09396efb3f;interested;12/11/2020 04:54;positive;30;a5c65404-5894-4b87-82f2-d787cbee86b4;healthy eating;photo
356fff80-da4d-4785-9f43-bc1261031dc6;worried;03/04/2021 12:17;negative;12;9fb4ce88-fac1-406c-8544-1a899cee7aaf;technology;photo
356fff80-da4d-4785-9f43-bc1261031dc6;want;27/09/2020 22:15;positive;70;9fb4ce88-fac1-406c-8544-1a899cee7aaf;technology;photo
356fff80-da4d-4785-9f43-bc1261031dc6;heart;27/10/2020 05:45;positive;60;9fb4ce88-fac1-406c-8544-1a899cee7aaf;technology;photo
356fff80-da4d-4785-9f43-bc1261031dc6;scared;15/10/2020 09:11;negative;15;9fb4ce88-fac1-406c-8544-1a899cee7aaf;technology;photo
356fff80-da4d-4785-9f43-bc1261031dc6;heart;07/05/2021 09:16;positive;60;9fb4ce88-fac1-406c-8544-1a899cee7aaf;technology;photo
356fff80-da4d-4785-9f43-bc1261031dc6;hate;16/09/2020 08:39;negative;5;9fb4ce88-fac1-406c-8544-1a899cee7aaf;technology;photo
356fff80-da4d-4785-9f43-bc1261031dc6;indifferent;29/10/2020 15:38;neutral;20;9fb4ce88-fac1-406c-8544-1a899cee7aaf;technology;photo
01ab84dd-6364-4236-abbb-3f237db77180;scared;24/05/2021 18:03;negative;15;e206e31b-5f85-4964-b6ea-d7ee5324def1;food;video
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;interested;25/02/2021 20:02;positive;30;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;hate;02/05/2021 03:45;negative;5;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;want;28/01/2021 08:49;positive;70;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;peeking;15/02/2021 13:06;neutral;35;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;dislike;04/11/2020 21:25;negative;10;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;love;23/06/2020 22:12;positive;65;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;cherish;16/02/2021 04:01;positive;70;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;interested;03/01/2021 08:44;positive;30;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;adore;25/11/2020 12:45;positive;72;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;like;03/12/2020 16:47;positive;50;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;like;22/05/2021 21:03;positive;50;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;cherish;18/01/2021 13:39;positive;70;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;indifferent;06/01/2021 00:35;neutral;20;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;adore;14/05/2021 14:33;positive;72;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;worried;27/05/2021 15:21;negative;12;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;peeking;21/07/2020 02:12;neutral;35;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;dislike;26/05/2021 06:09;negative;10;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;dislike;25/02/2021 03:16;negative;10;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;intrigued;07/12/2020 22:50;positive;45;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;indifferent;24/10/2020 14:06;neutral;20;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;peeking;01/09/2020 21:18;neutral;35;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
cf1e8c1a-23eb-4426-9f58-002fb1b53e91;adore;10/05/2021 22:07;positive;72;4607d7b0-3313-49b8-9f73-5b8227fc5b67;cooking;GIF
3f8590c7-6ab2-4973-805a-90cdec355f05;cherish;12/02/2021 16:37;positive;70;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;heart;28/04/2021 15:22;positive;60;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;intrigued;24/01/2021 00:38;positive;45;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;worried;18/03/2021 01:53;negative;12;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;disgust;14/01/2021 07:21;negative;0;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;heart;23/12/2020 04:11;positive;60;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;hate;21/05/2021 07:23;negative;5;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;like;28/03/2021 23:25;positive;50;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;peeking;16/09/2020 07:33;neutral;35;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;indifferent;08/11/2020 10:53;neutral;20;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;heart;06/03/2021 05:23;positive;60;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;disgust;13/01/2021 23:35;negative;0;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;want;06/09/2020 22:35;positive;70;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;interested;24/06/2020 09:31;positive;30;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;hate;07/02/2021 21:39;negative;5;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;intrigued;21/01/2021 18:28;positive;45;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;dislike;27/02/2021 00:21;negative;10;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;worried;22/08/2020 12:06;negative;12;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;cherish;03/08/2020 06:29;positive;70;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;scared;02/08/2020 06:20;negative;15;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;want;04/06/2021 04:57;positive;70;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;super love;21/10/2020 09:07;positive;75;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;dislike;26/12/2020 19:46;negative;10;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;scared;02/03/2021 22:47;negative;15;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;indifferent;31/03/2021 09:48;neutral;20;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;interested;14/06/2021 13:44;positive;30;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;scared;27/12/2020 17:04;negative;15;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;scared;11/02/2021 03:51;negative;15;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;interested;07/12/2020 19:07;positive;30;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;interested;28/12/2020 08:31;positive;30;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;interested;26/10/2020 05:27;positive;30;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;worried;26/09/2020 18:43;negative;12;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;scared;25/11/2020 13:01;negative;15;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;heart;11/07/2020 05:51;positive;60;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;heart;19/03/2021 16:23;positive;60;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;interested;11/10/2020 18:31;positive;30;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;heart;02/11/2020 20:15;positive;60;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;want;01/10/2020 03:35;positive;70;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;disgust;11/02/2021 20:10;negative;0;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;want;07/02/2021 15:59;positive;70;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;hate;17/10/2020 11:46;negative;5;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;like;09/08/2020 19:41;positive;50;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;love;01/02/2021 02:40;positive;65;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
3f8590c7-6ab2-4973-805a-90cdec355f05;adore;30/01/2021 09:36;positive;72;ae600af5-c1f0-4b1f-adb0-1b4c246373e4;dogs;video
e5490118-90d5-4572-ab1c-1fbc87b8d9ca;want;31/03/2021 15:24;positive;70;583f2bde-886d-4cf3-a5c4-7cb60cd25df3;technology;video
e5490118-90d5-4572-ab1c-1fbc87b8d9ca;super love;05/02/2021 17:00;positive;75;583f2bde-886d-4cf3-a5c4-7cb60cd25df3;technology;video
e5490118-90d5-4572-ab1c-1fbc87b8d9ca;heart;19/02/2021 16:29;positive;60;583f2bde-886d-4cf3-a5c4-7cb60cd25df3;technology;video
e5490118-90d5-4572-ab1c-1fbc87b8d9ca;worried;25/07/2020 00:00;negative;12;583f2bde-886d-4cf3-a5c4-7cb60cd25df3;technology;video
0bedca96-fb76-4287-a83c-17330ed39cce;adore;13/07/2020 02:38;positive;72;2bd9c167-e06c-47c1-a978-3403d6724606;soccer;photo
